player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Tyrus Wheat,124191,ED,DAL,7,0,0,9,59.3,0,6,67,98.6,9.0,6,1,6.0,1,72,71,7,0,54.2,0,3,24,100.0,8.3,2,6.3,0,24,24,3
Jaylon Carlies,124196,LB,IND,7,0,0,14,63.8,0,0,9,18.0,0.0,0,0,11.1,1,50,9,1,0,,0,0,0,0.0,,0,,0,7,0,0
Edgerrin Cooper,124311,LB,GB,9,1,0,12,90.4,0,2,23,17.4,13.0,3,1,17.4,3,144,25,5,0,82.6,0,0,14,22.7,14.3,2,21.4,3,66,15,3
McKinnley Jackson,124324,DI,CIN,6,0,0,7,50.1,0,6,52,100.0,3.8,2,0,5.8,0,57,57,6,0,62.7,0,2,16,100.0,12.5,2,6.3,0,16,16,2
Antonio Johnson,124326,S,JAX,10,0,0,15,47.8,1,3,8,2.5,0.0,0,3,25.0,0,320,8,4,0,52.0,0,2,5,3.6,0.0,0,20.0,0,137,5,2
Gervon Dexter Sr.,124374,DI,CHI,9,1,0,6,66.2,9,11,224,98.3,9.8,22,0,6.7,5,239,235,25,1,74.2,7,10,109,99.1,15.6,17,11.5,4,114,113,21
Junior Colson,124827,LB,LAC,5,0,0,27,45.0,0,4,8,11.5,12.5,1,0,25.0,0,78,9,4,0,45.5,0,4,5,17.6,20.0,1,40.0,0,34,6,4
Mekhi Wingo,128050,DI,DET,8,0,0,11,60.1,0,5,82,99.0,8.5,7,0,3.0,0,96,95,5,0,61.5,0,4,39,97.8,10.3,4,5.1,0,45,44,4
Jer'Zhan Newton,129420,DI,WAS,9,0,0,32,62.3,5,5,111,100.0,9.0,10,2,5.4,1,122,122,11,0,65.3,4,2,40,100.0,15.0,6,7.5,0,43,43,6
Lukas Van Ness,129482,ED,GB,9,0,0,12,53.0,1,4,135,96.6,6.7,9,3,2.6,1,146,141,6,0,55.0,0,3,73,97.5,6.8,5,3.4,1,79,77,4
Tarheeb Still,129537,CB,LAC,6,0,0,27,75.7,0,0,2,0.9,0.0,0,0,50.0,1,231,2,1,0,79.5,0,0,1,0.8,0.0,0,100.0,1,120,1,1
Jaylen Harrell,129579,ED,TEN,9,0,0,31,47.9,0,2,73,91.5,2.7,2,0,1.4,0,82,75,2,0,49.7,0,1,23,96.2,4.3,1,2.2,0,26,25,1
Kris Jenkins,129584,DI,CIN,8,0,0,7,56.8,0,3,115,100.0,3.5,4,0,2.2,1,126,126,4,0,62.0,0,3,41,100.0,4.9,2,3.7,0,43,43,3
Braiden McGregor,129586,ED,NYJ,6,0,0,22,56.4,0,3,33,100.0,6.1,2,1,4.5,0,35,35,3,0,61.8,0,2,11,100.0,9.1,1,9.1,0,12,12,2
Ji'Ayir Brown,129767,S,SF,9,0,2,28,50.2,0,1,9,3.0,0.0,0,2,5.6,0,337,10,1,0,56.3,0,0,1,1.2,0.0,0,0.0,0,163,2,0
Curtis Jacobs,129785,LB,NE,2,0,0,19,55.2,0,0,4,44.4,0.0,0,0,0.0,0,9,4,0,0,,0,0,0,0.0,,0,,0,4,0,0
Nick Herbig,129920,ED,PIT,5,0,0,25,90.7,1,4,74,87.8,20.3,15,0,8.8,4,90,79,9,0,90.7,0,3,39,91.3,23.1,9,11.5,3,46,42,6
Byron Murphy II,131252,DI,SEA,6,0,0,29,67.8,0,9,109,100.0,12.8,14,0,5.0,1,114,114,10,0,79.2,0,5,38,100.0,26.3,10,9.2,1,41,41,6
Christian Gonzalez,131679,CB,NE,10,0,2,19,58.5,0,0,1,0.3,0.0,0,3,0.0,0,378,1,0,0,,0,0,0,0.0,,0,,0,171,0,0
Noah Sewell,131722,LB,CHI,1,0,1,6,57.8,0,0,1,100.0,0.0,0,1,0.0,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0
Tuli Tuipulotu,131840,ED,LAC,9,1,0,27,65.3,2,14,212,86.9,13.2,28,1,6.6,6,259,225,22,0,60.9,1,9,112,93.8,15.2,17,8.0,4,130,122,14
Clark Phillips III,131871,CB,ATL,10,0,0,2,55.8,0,0,2,1.7,0.0,0,0,0.0,0,115,2,0,0,60.0,0,0,1,1.6,0.0,0,0.0,0,64,1,0
Chau Smith-Wade,131956,CB,CAR,6,0,0,5,49.6,0,1,7,9.9,0.0,0,3,7.1,0,81,8,1,0,55.7,0,0,2,5.4,0.0,0,0.0,0,37,2,0
Jaylen Watson,131960,CB,KC,6,0,1,16,51.3,0,0,4,2.2,0.0,0,2,0.0,0,226,5,0,0,54.6,0,0,2,2.0,0.0,0,0.0,0,100,2,0
Malik Mustapha,142358,S,SF,8,0,0,28,60.0,0,0,1,0.5,0.0,0,0,0.0,0,208,1,0,0,,0,0,0,0.0,,0,,0,100,0,0
Leonard Taylor III,143953,DI,NYJ,7,0,0,22,72.0,1,2,57,100.0,8.8,5,0,6.1,2,65,65,5,0,69.0,1,1,26,100.0,11.5,3,7.7,1,27,27,3
Jeremiah Trotter Jr.,144142,LB,PHI,2,0,0,24,59.9,0,0,1,9.1,0.0,0,0,0.0,0,11,1,0,0,,0,0,0,0.0,,0,,0,6,0,0
Cooper DeJean,144867,CB,PHI,7,0,0,24,56.3,0,1,5,3.5,0.0,0,0,30.0,1,170,6,2,0,,0,0,0,0.0,,0,,0,76,0,0
Chop Robinson,144901,ED,MIA,9,0,0,17,68.3,3,15,145,85.8,14.5,21,2,7.6,2,183,157,20,0,71.5,3,13,85,87.7,16.5,14,11.8,2,106,93,18
Austin Booker,144990,ED,CHI,9,0,0,6,54.6,2,4,94,93.3,4.3,4,0,4.3,1,104,97,7,0,62.1,2,4,47,92.2,8.5,4,8.5,1,51,47,7
Michael Hall Jr.,145076,DI,CLV,4,0,0,8,59.2,2,5,66,94.4,12.1,8,0,5.3,0,72,68,7,0,63.0,1,5,41,97.7,17.1,7,7.3,0,43,42,6
Thomas Incoom,145694,ED,CAR,4,0,0,5,50.3,1,1,19,82.6,0.0,0,0,5.3,0,23,19,2,0,51.4,1,1,8,72.7,0.0,0,12.5,0,11,8,2
Bo Richter,145962,ED,MIN,1,0,0,18,51.9,0,0,10,76.9,0.0,0,0,0.0,0,13,10,0,0,54.1,0,0,4,100.0,0.0,0,0.0,0,4,4,0
Calen Bullock,146424,S,HST,10,0,0,13,58.8,0,0,1,0.3,0.0,0,1,0.0,0,324,1,0,0,58.8,0,0,1,0.6,0.0,0,0.0,0,156,1,0
Cole Bishop,146454,S,BUF,6,0,0,4,59.1,0,0,1,1.3,0.0,0,0,0.0,0,76,1,0,0,59.1,0,0,1,2.9,0.0,0,0.0,0,34,1,0
Jonah Elliss,146458,ED,DEN,10,2,0,10,60.0,0,8,132,84.0,7.6,10,0,5.3,3,175,147,11,1,64.9,0,6,61,82.5,13.1,8,8.2,2,80,66,8
Kool-Aid McKinstry,146602,CB,NO,7,0,0,20,57.6,0,1,5,4.1,20.0,1,0,10.0,0,147,6,1,0,61.9,0,1,4,5.3,25.0,1,12.5,0,75,4,1
Dallas Turner,146604,ED,MIN,8,0,1,18,57.2,1,5,64,75.0,7.8,5,1,6.3,1,88,66,7,0,54.8,0,3,38,81.6,7.9,3,6.6,1,49,40,4
Javon Bullard,146726,S,GB,9,0,0,12,67.6,0,3,10,3.5,30.0,3,0,15.0,0,282,10,3,0,70.0,0,1,4,3.0,25.0,1,12.5,0,132,4,1
Kamari Lassiter,146727,CB,HST,8,0,0,13,58.5,0,0,1,0.7,0.0,0,1,0.0,0,280,2,0,0,,0,0,0,0.0,,0,,0,127,0,0
Trevin Wallace,146747,LB,CAR,8,0,0,5,52.8,0,3,25,12.3,8.0,2,0,6.0,0,212,26,3,0,58.9,0,0,14,16.7,14.3,2,0.0,0,90,15,0
Maason Smith,146774,DI,JAX,5,1,0,15,56.1,0,2,74,98.8,1.4,1,0,2.7,1,81,80,3,0,56.6,0,0,15,100.0,0.0,0,6.7,1,15,15,1
Byron Young,146932,ED,LA,9,0,1,26,69.5,7,15,182,76.2,11.0,20,3,9.3,6,260,198,28,0,74.1,4,12,95,84.3,14.7,14,12.6,4,127,107,20
Kader Kohou,156070,CB,MIA,7,0,0,17,39.9,0,1,8,3.8,0.0,0,3,6.3,0,209,8,1,0,52.4,0,0,4,3.5,0.0,0,0.0,0,115,4,0
Jeremiah Pharms Jr.,156117,DI,NE,9,0,0,19,61.2,2,6,123,100.0,7.3,9,0,4.1,1,135,135,9,0,60.1,1,4,63,100.0,7.9,5,4.0,0,71,71,5
Dondrea Tillman,156124,ED,DEN,5,0,0,10,62.3,1,5,51,90.0,7.8,4,0,9.8,2,60,54,8,0,73.4,1,5,26,96.4,15.4,4,19.2,2,28,27,8
Caleb Murphy,169634,ED,LAC,3,0,0,27,55.0,0,0,17,94.7,5.9,1,0,0.0,0,19,18,0,0,51.5,0,0,7,100.0,0.0,0,0.0,0,7,7,0
Trevor Nowaske,169859,ED,DET,6,0,0,11,58.4,0,8,68,72.3,5.9,4,0,8.8,2,101,73,10,0,62.6,0,6,39,83.7,7.7,3,12.8,2,49,41,8
